1718281367,890180174,,DC1,DC2,DC3,DC4,DC5,DC6,-2.45703125,-2.45703125,-0.955078125,1.3447265625,1.3447265625,-0.1591796875,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.136962890625,0.052520751953125,0.052520751953125,0.0228271484375,6.3046875,0.025115966796875
1718281367,940439228,,DC1,DC2,DC3,DC4,DC5,DC6,-1.4951171875,-1.4951171875,-0.28125,1.4765625,1.4765625,0.03155517578125,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.11871337890625,0.036529541015625,0.04339599609375,0.036529541015625,6.296875,0.0548095703125
1718281368,139881712,,DC1,DC2,DC3,DC4,DC5,DC6,-1.984375,-1.984375,-0.53564453125,1.26171875,1.26171875,0.2208251953125,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1416015625,0.036529541015625,0.052520751953125,0.045654296875,6.31640625,0.031951904296875
1718281368,189863174,,DC1,DC2,DC3,DC4,DC5,DC6,-2.1328125,-2.1328125,-0.50439453125,1.421875,1.421875,0.01806640625,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.10272216796875,0.038818359375,0.038818359375,0.03424072265625,6.30078125,0.0296783447265625
1718281368,240126631,,DC1,DC2,DC3,DC4,DC5,DC6,-1.9052734375,-1.9052734375,-0.2122802734375,1.3427734375,1.3427734375,-0.084228515625,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1416015625,0.031951904296875,0.047943115234375,0.038818359375,6.328125,0.0296783447265625
1718281368,290261255,,DC1,DC2,DC3,DC4,DC5,DC6,-1.8125,-1.8125,-0.374755859375,1.375,1.375,-0.2066650390625,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1416015625,0.05706787109375,0.036529541015625,0.052520751953125,6.32421875,0.06622314453125
1718281368,340416437,,DC1,DC2,DC3,DC4,DC5,DC6,-1.7685546875,-1.7685546875,-0.343017578125,1.3515625,1.3515625,-0.1466064453125,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1986083984375,0.041107177734375,0.047943115234375,0.038818359375,6.296875,0.031951904296875
1718281368,390148979,,DC1,DC2,DC3,DC4,DC5,DC6,-2.119140625,-2.119140625,-0.5380859375,1.2119140625,1.2119140625,0.1595458984375,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1529541015625,0.038818359375,0.04339599609375,0.05706787109375,6.3046875,0.02740478515625
1718281368,440252277,,DC1,DC2,DC3,DC4,DC5,DC6,-1.7177734375,-1.7177734375,-0.27490234375,1.298828125,1.298828125,-0.30322265625,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.11871337890625,0.025115966796875,0.031951904296875,0.041107177734375,6.32421875,0.041107177734375
1718281368,490373369,,DC1,DC2,DC3,DC4,DC5,DC6,-1.888671875,-1.888671875,-0.3251953125,1.30859375,1.30859375,-0.09771728515625,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1575927734375,0.0205535888671875,0.0616455078125,0.047943115234375,6.30078125,0.025115966796875
1718281368,540537019,,DC1,DC2,DC3,DC4,DC5,DC6,-2.34765625,-2.34765625,-0.70068359375,1.5615234375,1.5615234375,0.08282470703125,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1552734375,0.0867919921875,0.052520751953125,0.10272216796875,6.30859375,0.031951904296875
1718281368,590268269,,DC1,DC2,DC3,DC4,DC5,DC6,-1.8876953125,-1.8876953125,-0.65234375,1.25,1.25,-0.2445068359375,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.1416015625,0.031951904296875,0.05706787109375,0.045654296875,6.3046875,0.0205535888671875
